Word	Havg	StDev	GoogleRank	translation
阶层	8713	4.48	1.2493	1824	Hierarchy
笼统	8714	4.48	1.3285	7527	General
游行	8715	4.46	1.4028	5261	Parade
内向	8716	4.46	1.2488	6491	Introverted
出兵	8717	4.46	1.2811	7608	Send troops
短	8718	4.46	1.0919	1564	Short
解剖	8719	4.46	1.1988	5670	Dissection
论战	8720	4.46	0.9521	8297	Controversy
一审	8721	4.46	1.2969	6935	First instance
花费	8722	4.46	1.4316	4601	Spending
逃脱	8723	4.46	1.8758	9394	Escape
沉默	8724	4.46	1.0144	5775	Silence
收缴	8725	4.46	1.4028	8517	Capture
终	8726	4.46	1.3734	3511	End
反而	8727	4.46	1.0144	2477	Instead
炎	8728	4.46	1.4028	5413	Inflammation
劳工	8729	4.46	0.9304	3689	Labor
偏向	8730	4.46	1.0919	6616	Deviation
波动	8731	4.46	0.9941	3094	Fluctuation
问题	8732	4.46	1.4737	55	Problem
僚	8733	4.46	1.3126	9705	Bureaucrat
加重	8734	4.46	1.5806	4478	Aggravation
受过	8735	4.46	1.3280	4407	Trained
低廉	8736	4.46	1.5935	8252	Cheap
武装	8737	4.46	1.3734	1127	Armed forces
世俗	8738	4.46	1.2157	4963	Secular
贷	8739	4.46	1.5281	4094	Lend
上缴	8740	4.46	1.1287	5930	Paid
服役	8741	4.46	1.3126	8548	Service
無	8742	4.46	1.3126	8592	No
动摇	8743	4.46	1.4028	4141	Shake
强硬	8744	4.46	1.8318	6680	Tough
裁定	8745	4.46	1.0539	4014	Rule
纵	8746	4.46	0.9082	7911	Vertical
所得税	8747	4.44	1.3577	2833	Income tax
分割	8748	4.44	1.1808	2778	Segmentation
想不到	8749	4.44	1.1980	4474	Unexpected
末期	8750	4.44	1.5800	4907	Final
灰色	8751	4.44	1.5140	6918	Gray
停顿	8752	4.44	1.2643	7289	Pause
案件	8753	4.44	1.4020	1217	Case
扁	8754	4.44	1.1095	9363	Flat
根深蒂固	8755	4.44	1.4868	7373	Ingrained
不感	8756	4.44	1.4020	9776	Not feeling
役	8757	4.44	1.0721	6648	Labor
极度	8758	4.44	1.1457	6631	Extreme
偿还	8759	4.44	1.1457	5256	Repay
规避	8760	4.44	0.8843	9993	Avoid
最少	8761	4.44	1.5670	6334	Least
推翻	8762	4.44	1.6056	4037	Overthrow
物价	8763	4.44	1.5140	1462	Commodity price
偏	8764	4.44	1.2149	4694	Partial
扎	8765	4.44	1.4020	2502	Tie
回避	8766	4.44	1.1980	5042	Avoid
装	8767	4.44	1.1457	2864	Dress
撤军	8768	4.44	1.3273	9741	Withdraw troops
党派	8769	4.44	1.3577	3711	Partisan
牲	8770	4.44	1.4309	7892	Domestic animal
减少	8771	4.44	0.8609	717	Reduction
不得	8772	4.44	1.3874	626	Can not
不见	8773	4.42	1.2792	3996	Not see
低估	8774	4.42	1.5530	5817	Underestimate
不定	8775	4.42	1.1082	5823	Indefinite
昂贵	8776	4.42	1.8745	7619	Expensive
限额	8777	4.42	1.1622	5302	Quota
关税	8778	4.42	1.1445	2236	Tariff
关	8779	4.42	1.1082	695	Close
不管	8780	4.42	1.0897	1930	Regardless of
无产	8781	4.42	0.9495	1146	No products
间断	8782	4.42	0.9495	6772	Gap
中止	8783	4.42	1.2950	5940	Stop
束	8784	4.42	1.0120	4718	Bundle
炮	8785	4.42	1.3864	5834	Gun
稀少	8786	4.42	1.1082	9385	Rare
雇工	8787	4.42	1.0319	6925	Hireling
清末	8788	4.42	1.2950	9954	Late
占据	8789	4.42	1.5265	3935	Occupy
遗	8790	4.42	1.3262	6124	Heritage
捕捞	8791	4.42	1.3107	8292	Catch
波及	8792	4.42	1.3566	9310	Spread
没有	8793	4.42	1.1796	61	No
重	8794	4.42	0.9916	623	Weight
莫名其妙	8795	4.42	1.4721	9162	Baffling
针对	8796	4.42	1.0319	1337	Against
交纳	8797	4.42	1.2469	4855	Pay
为何	8798	4.42	0.9278	7546	Why
延缓	8799	4.42	1.4581	9717	Defer
矛	8800	4.42	1.3864	8511	Spear
敌我	8801	4.42	1.0708	9999	Friend or Foe
没	8802	4.42	1.2792	729	Not
外流	8803	4.42	1.4995	8261	Outflow
out	8804	4.42	1.1265	8199	out
局势	8805	4.40	1.3093	2750	Situation
对峙	8806	4.40	1.7496	6830	Confrontation
畜	8807	4.40	1.2289	8402	Livestock
甲午	8808	4.40	1.1429	7850	Jiawu
匆匆	8809	4.40	1.3851	6845	Hurriedly
逾越	8810	4.40	1.0498	9100	Passover
收缩	8811	4.40	1.5253	6433	Shrink
虚构	8812	4.40	1.3702	4832	Imaginary
只好	8813	4.40	1.0302	2705	Have to
不	8814	4.40	1.4846	11	Not
强加	8815	4.40	1.5253	6327	Impose
炼油	8816	4.40	1.1780	8535	Refinery
下手	8817	4.40	1.3401	9209	Start
药品	8818	4.40	1.1066	2785	Drug
决战	8819	4.40	1.2617	7706	Decisive battle
挂	8820	4.40	1.1952	5535	Hang
法院	8821	4.40	1.2289	638	Court
辞	8822	4.40	1.5386	8349	Resign
有限	8823	4.38	1.1586	786	Limited
忘掉	8824	4.38	1.1933	8067	Forget
不着	8825	4.38	1.1761	8832	Vain
散布	8826	4.38	1.0280	7661	Spread
慢	8827	4.38	0.8053	1896	Slow
消费税	8828	4.38	1.6022	8428	Consumption Tax
国债	8829	4.38	1.2103	4703	National debt
采伐	8830	4.38	1.2103	7874	Cut
发作	8831	4.38	1.4831	8668	Attack
反击	8832	4.38	1.3834	6362	Counter
缩小	8833	4.38	1.2919	3106	Narrow
过于	8834	4.38	1.0079	4357	Too
军国	8835	4.38	1.4553	7698	Militarism
未成	8836	4.38	1.0476	5591	Unpaired
拖	8837	4.38	0.9234	6117	Drag
吃苦	8838	4.36	1.6874	8445	Bear hardships
剪刀差	8839	4.36	1.2578	9800	Price scissors
酸	8840	4.36	1.4107	7918	Acid
松散	8841	4.36	1.4394	7325	Loose
沉	8842	4.36	1.1739	7397	Sink
私	8843	4.36	1.2898	4984	Private
爆发	8844	4.36	1.7585	2088	Erupt
菲律宾	8845	4.36	1.4535	4724	Philippines
牵涉	8846	4.36	1.0254	8507	Involve
突变	8847	4.36	1.6005	9645	Mutation
陪审	8848	4.36	0.9848	8810	Jury
北伐	8849	4.36	1.3056	5632	Expedition
笼罩	8850	4.36	1.4813	7882	Envelop
不知	8851	4.34	1.3644	1165	Unknown
撞	8852	4.34	1.3494	9685	Hit
告别	8853	4.34	1.4373	8211	Farewell
终结	8854	4.34	1.4373	5956	End
不胜	8855	4.34	1.4654	9863	Very
导弹	8856	4.34	1.5986	3565	Missile
壁垒	8857	4.34	1.5334	5151	Barrier
伐	8858	4.34	0.9172	7721	Laval
急于	8859	4.34	1.2875	6539	Eager
扣	8860	4.34	1.5598	5425	Buckle
不作	8861	4.34	1.1178	4322	Do not make
反省	8862	4.34	1.2875	7019	Reflection
激素	8863	4.34	1.3793	8995	Hormone
意外	8864	4.34	1.4514	3325	Accident
削	8865	4.34	1.4230	7523	Cut
片面	8866	4.34	1.2715	3748	One-sided
延期	8867	4.34	1.4930	6926	Extension
倾销	8868	4.34	1.1178	7078	Dump
幼稚	8869	4.34	1.4373	5830	Naive
武器	8870	4.34	1.2715	1291	Weapon
追踪	8871	4.34	1.2390	6956	Track
迫	8872	4.34	1.4654	2327	Force
风险	8873	4.34	1.5729	1007	Risk
not	8874	4.34	0.9172	4828	not
异化	8875	4.32	1.1683	4793	Alienation
积压	8876	4.32	1.6343	5131	Overstock
为什么	8877	4.32	1.1507	826	Why
示威	8878	4.32	1.4630	5180	Demonstrate
狂	8879	4.32	1.6092	8421	Mad
包袱	8880	4.32	1.6714	6519	Burden
撤	8881	4.32	1.4205	4611	Withdraw
灼	8882	4.32	1.2362	9037	Burn
枪	8883	4.32	1.6218	4028	Gun
异议	8884	4.32	1.2362	4714	Objection
反	8885	4.32	1.6591	918	Anti-
伊朗	8886	4.32	1.4907	4522	Iran
债权	8887	4.32	1.5043	3658	Debt
糊	8888	4.32	1.1147	9698	Paste
辩解	8889	4.32	1.4061	8915	Excuse
烟	8890	4.32	1.7893	3283	Smoke
烧	8891	4.32	1.0583	9318	Burn
疑问	8892	4.32	1.1683	3262	Doubt
罢了	8893	4.32	0.9570	9725	Bale
牵制	8894	4.32	1.4061	7604	Contain
狭义	8895	4.32	1.3005	5776	Narrow sense
沙漠	8896	4.32	1.5312	4214	Desert
轰	8897	4.32	1.4061	9769	Boom
举报	8898	4.32	1.3005	6412	Report
夺取	8899	4.32	1.5576	3617	Seizure
对付	8900	4.32	1.2848	3657	Cope
跟踪	8901	4.32	0.9988	4709	Track
列强	8902	4.30	1.6690	7280	Various powers
反思	8903	4.30	1.3439	5016	Reflection
不了	8904	4.30	1.2976	2262	Not
二战	8905	4.30	1.7642	6386	WWII
圾	8906	4.30	1.3740	4210	Rubbish
占用	8907	4.30	1.2495	2949	Occupancy
不全	8908	4.30	1.3439	9637	Insufficiency
命令	8909	4.30	1.2976	1207	Command
开庭	8910	4.30	1.3132	6738	Open a court session
否	8911	4.30	1.4463	1815	No
生死	8912	4.30	1.6444	8418	Life and death
少	8913	4.30	1.1995	270	Less
鼓吹	8914	4.30	1.7173	6511	Advocacy
告终	8915	4.30	1.2495	9138	End
抗争	8916	4.30	1.3740	6934	Protest
团伙	8917	4.30	1.5017	9657	Gang
沒有	8918	4.28	1.3099	3356	No
查处	8919	4.28	1.5258	6744	Investigation
过热	8920	4.28	1.2943	7273	Overheat
利用	8921	4.28	1.1613	372	Use
不可	8922	4.28	1.0887	538	Can not
要害	8923	4.28	1.5258	9198	Key
延迟	8924	4.28	1.6167	8393	Delay
耗	8925	4.28	1.4003	4884	Consume
逆差	8926	4.28	1.3407	6338	Trade deficit
过时	8927	4.28	1.4574	5953	Stale
不想	8928	4.28	1.1436	2958	Do not want to
退回	8929	4.28	1.3254	7283	Return
零散	8930	4.28	1.0309	9943	Scattered
不在	8931	4.28	1.3559	2427	Absent
官员	8932	4.28	1.4291	1750	Officer
滑坡	8933	4.28	1.5258	8212	Landslide
忘	8934	4.28	1.4574	3601	Forget
犹豫	8935	4.28	1.3708	4314	Hesitation
曲折	8936	4.28	1.5913	3175	Tortuous
斗	8937	4.26	1.2090	3189	Fight
窄	8938	4.26	1.2906	9248	Narrow
不如	8939	4.26	1.0461	3208	Than
吞吐	8940	4.26	1.1747	7645	Throughput
反对党	8941	4.26	1.2906	9459	Opposition
断	8942	4.26	1.3674	2183	Break
限	8943	4.26	1.0264	2268	Limit
干燥	8944	4.26	1.6637	8452	Drying
消	8945	4.26	1.1920	2711	Eliminate
责	8946	4.26	1.3372	2184	Responsibility
讨	8947	4.26	1.1214	3154	Discuss
尖锐	8948	4.26	1.2586	2518	Sharp
震惊	8949	4.26	1.5228	5506	Shock
赤裸裸	8950	4.26	1.6389	9920	Naked
操纵	8951	4.26	1.5093	5163	Manipulate
作战	8952	4.26	1.5228	1775	Fight
不正	8953	4.26	1.4259	4031	Errors
忘记	8954	4.26	1.6264	2560	Forget
降低	8955	4.24	1.1704	1124	Lower
生前	8956	4.24	1.3334	7312	Lifetime
無法	8957	4.24	1.0797	9567	Unable
取缔	8958	4.24	1.6728	9120	Ban
分开	8959	4.24	1.0984	3978	Separate
俗	8960	4.24	1.4507	6635	Custom
放射	8961	4.24	1.3180	9236	Radiation
独占	8962	4.24	1.2048	7751	Monopolize
消灭	8963	4.24	1.4923	1895	Eliminate
诱导	8964	4.24	1.4223	7664	Induction
房租	8965	4.24	1.3486	9181	Rent
屏障	8966	4.24	1.3334	9342	Barrier
公债	8967	4.24	1.4223	9086	Bonds
缩减	8968	4.24	1.3334	9182	Reduce
减	8969	4.24	1.0984	2019	Minus
抵抗	8970	4.24	1.6850	3799	Resistance
不料	8971	4.24	1.0984	8762	Unexpectedly
赋税	8972	4.24	1.6358	7107	Tax
诉讼	8973	4.24	1.1877	1315	Litigation
辞去	8974	4.24	1.3024	7736	Resign
诉	8975	4.22	1.3138	3473	Complaint
旧	8976	4.22	1.1830	1833	Old
包围	8977	4.22	1.3445	5473	Surround
牢	8978	4.22	1.6817	4450	Prison
不可抗力	8979	4.22	1.6325	9829	Force majeure
下放	8980	4.22	1.3138	4387	Decentralization
免不了	8981	4.22	1.2664	9137	Inevitably
洪流	8982	4.22	1.3138	9636	Torrent
麻醉	8983	4.22	1.1657	6797	Anesthesia
一成不变	8984	4.22	1.5022	9533	Immutable
难于	8985	4.22	1.6449	6270	Difficult
注销	8986	4.22	1.1301	9562	Cancellation
冲击	8987	4.22	1.3596	2476	Shock
警惕	8988	4.22	1.1657	5560	Alert
微不足道	8989	4.22	1.0746	8276	Negligible
瓦解	8990	4.22	1.6695	5542	Collapse
气	8991	4.22	1.6073	2429	Gas
压倒	8992	4.22	1.6573	6821	Overwhelm
迟	8993	4.22	1.5022	3660	Late
漠	8994	4.22	1.0554	8556	Desert
下去	8995	4.20	1.2778	1498	Go on
虚无	8996	4.20	1.8516	9233	Nothingness
多余	8997	4.20	1.0880	4544	Superfluous
制约	8998	4.20	1.1606	1649	Restrict
反差	8999	4.20	1.2936	8627	Contrast
抵押	9000	4.20	1.2936	2883	Mortgage
禁区	9001	4.20	1.4846	9383	Restricted area
激化	9002	4.20	1.1952	5667	Intensify
下场	9003	4.20	1.6036	9013	End
待业	9004	4.20	1.5386	6194	Unemployed
微弱	9005	4.20	1.0498	7441	Weak
陌生	9006	4.20	1.1780	3944	Strange
不是	9007	4.20	1.2454	125	No
不宜	9008	4.20	1.6288	6359	Inappropriate
税收	9009	4.20	1.3093	1218	Tax
企图	9010	4.18	1.1373	2039	Attempt
审讯	9011	4.18	1.2887	6669	Trial
对不起	9012	4.18	1.2887	7533	I am sorry
呆	9013	4.18	1.3506	5926	Stay
判决	9014	4.18	1.7225	2264	Judgment
急	9015	4.18	1.3045	5268	Urgent
流浪	9016	4.18	1.8260	9749	Rangers
官吏	9017	4.18	1.4384	9388	Officialdom
无从	9018	4.18	0.9624	5464	No way
退	9019	4.18	1.1192	3607	Retreat
官司	9020	4.18	1.8035	9596	Lawsuit
阻	9021	4.18	1.5077	6996	Block
下层	9022	4.18	1.1192	5548	Lower
逊	9023	4.18	1.3354	6133	Inferior
公诉	9024	4.18	1.3200	8861	Public prosecution
分歧	9025	4.18	1.5477	2996	Differences
偏颇	9026	4.18	1.7343	9258	Biased
不明	9027	4.18	1.0240	3989	Unknown
夸大	9028	4.18	1.3656	6280	Exaggerate
限制	9029	4.18	1.3805	806	Limit
离	9030	4.18	1.2237	1760	From
闹	9031	4.18	1.5609	8334	Noisy
无	9032	4.18	1.6123	384	No
不参加	9033	4.18	1.3354	8826	Not to participate
疯狂	9034	4.16	1.8775	4839	Madness
碍	9035	4.16	1.4194	6627	Hinder
攻打	9036	4.16	1.5301	9456	Attack
删	9037	4.16	1.1132	9638	Delete
专政	9038	4.16	1.7186	2797	Dictatorship
挤	9039	4.16	1.3303	5740	Squeeze
变性	9040	4.16	1.5301	9859	Denaturation
讼	9041	4.16	1.1493	7085	Litigation
索取	9042	4.16	1.4479	6504	Ask
脱离	9043	4.16	1.0759	2301	Break away
挨	9044	4.16	1.3607	9227	Suffer
战	9045	4.16	1.2835	775	War
驳回	9046	4.16	1.5301	8166	Reject
不要	9047	4.16	1.3149	1155	Must not
削减	9048	4.16	1.3607	5489	Reduce
尽头	9049	4.16	1.4619	9315	End
陈旧	9050	4.16	1.4049	5381	Obsolete
不当	9051	4.14	1.2779	4545	Improper
复杂	9052	4.14	1.4144	790	Complex
叨	9053	4.14	1.3250	7347	Hundred
夺	9054	4.14	1.4429	4732	Wins
烟草	9055	4.14	1.4144	4700	Tobacco
压	9056	4.14	1.0882	3323	Press
集权	9057	4.14	1.3095	4373	Centralization
排放	9058	4.14	1.3554	4517	Emission
差距	9059	4.14	1.3095	1771	Gap
裁减	9060	4.14	1.4570	9281	Reduce
顾虑	9061	4.14	1.3554	5690	Concern
缺口	9062	4.14	1.6538	5538	Gap
不力	9063	4.14	1.2618	7694	Ineffective
遭	9064	4.14	1.1608	2094	Suffer
刺	9065	4.14	1.5120	8360	Thorn
军阀	9066	4.14	1.6164	9455	Warlord
关闭	9067	4.14	1.4848	4657	Close
战局	9068	4.14	1.2618	8914	War
难说	9069	4.14	1.1954	6563	Hard to say
偷偷	9070	4.14	1.5254	8595	Secretly
过度	9071	4.14	1.2291	3846	Over
战事	9072	4.14	1.5120	9222	Fighting
隔离	9073	4.14	1.3095	5737	Isolation
胀	9074	4.14	1.4287	8085	Swell
判决书	9075	4.12	1.4090	8800	Verdict
奢侈	9076	4.12	1.4797	7030	Luxury
税	9077	4.12	1.5338	965	Tax
闭	9078	4.12	1.0230	7428	Close
借口	9079	4.12	1.6117	4372	Pretense
刑法	9080	4.12	1.2395	2287	Criminal law
震	9081	4.12	1.4377	6224	Shock
虫	9082	4.12	1.2061	6286	Insect
战地	9083	4.12	1.6980	9197	Battlefield
针锋相对	9084	4.12	1.7100	7720	Give tit for tat
铲除	9085	4.12	1.8366	8707	Eradicate
异己	9086	4.12	1.4934	9285	Dissident
战场	9087	4.12	1.6738	3763	Battlefield
故意	9088	4.12	1.3498	4108	Deliberately
战斗	9089	4.12	1.5602	1032	Fighting
通胀	9090	4.12	1.7571	9849	Inflation
掠	9091	4.12	1.5732	9789	Plunder
大肆	9092	4.10	1.7291	9005	Wantonly
潜伏	9093	4.10	1.2164	8113	Latency
对立	9094	4.10	1.5419	2302	Opposition
反面	9095	4.10	1.3439	6700	Negative
偏僻	9096	4.10	1.5152	8743	Remote
减弱	9097	4.10	1.1294	5043	Weaken
碎	9098	4.10	1.6320	7637	Broken
戒备	9099	4.10	1.4033	9779	Alert
脂肪	9100	4.10	1.2330	9529	Fat
争论	9101	4.10	1.4604	2447	Controversy
不及	9102	4.10	1.0152	6607	Inferior
胁	9103	4.10	1.6067	6780	Threaten
反共	9104	4.10	2.1020	6176	Anticommunist
埋	9105	4.10	1.1112	8543	Bury
缓慢	9106	4.10	0.9949	3366	Slow
难度	9107	4.10	1.6444	3951	Difficulty
辛苦	9108	4.10	1.7173	4759	Hard
粉碎	9109	4.10	1.6812	4240	Smash
申诉	9110	4.10	1.0738	4509	Appeal
遗物	9111	4.08	1.2095	8352	Remnant
no	9112	4.08	1.1753	3825	no
空洞	9113	4.08	1.2752	8414	Empty
狭小	9114	4.08	1.3223	7157	Narrow
左派	9115	4.08	1.2911	5919	Left wing
抑制	9116	4.08	1.2591	3266	Suppression
垃	9117	4.08	1.1753	5918	Garbage
难以	9118	4.08	1.2428	1069	Difficult
误差	9119	4.08	1.3827	4553	Error
废除	9120	4.08	1.5628	3392	Repeal
归咎	9121	4.08	1.0467	9503	Blame
不成	9122	4.08	1.1400	4317	Fragmentation
删除	9123	4.08	1.4119	5513	Delete
递减	9124	4.08	1.2752	9353	Descending
上诉	9125	4.08	1.2428	3904	Appeal
检讨	9126	4.08	1.3529	4904	Review
严肃	9127	4.08	1.5887	2296	Serious
繁忙	9128	4.08	1.1925	8756	Busy
忙	9129	4.06	1.5174	3631	Busy
私利	9130	4.06	1.4902	8018	Personal gain
监	9131	4.06	1.1851	2595	Prison
悬殊	9132	4.06	1.1678	6254	Great disparity
被动	9133	4.06	1.3001	3590	Passive
不通	9134	4.06	1.2357	5755	Not make sense
暗中	9135	4.06	1.3157	8510	Surreptitiously
反抗	9136	4.06	1.5440	2680	Revolt
擅自	9137	4.06	1.3311	6326	Unauthorized
暴露	9138	4.06	1.4057	3076	Expose
军火	9139	4.06	1.2843	7193	Arms
急剧	9140	4.06	1.4765	3717	Sharp
甩	9141	4.06	1.5703	9245	Fling
挪用	9142	4.06	1.6953	8527	Misappropriate
偏差	9143	4.06	1.2191	5235	Deviation
后果	9144	4.04	1.3696	2159	Consequence
赖	9145	4.04	1.2771	5416	Rely
私法	9146	4.04	1.3242	7763	Private law
隶	9147	4.04	1.5248	7255	Scribe
摩擦	9148	4.04	1.3696	6357	Friction
冲动	9149	4.04	1.2930	4257	Impulse
糊涂	9150	4.04	1.3845	8285	Muddle
鲜血	9151	4.04	1.5644	9879	Blood
反驳	9152	4.04	1.1773	6674	Refute
没收	9153	4.04	1.5381	3769	Confiscate
不得已	9154	4.04	1.5513	7680	Last resort
担负	9155	4.04	1.3087	3567	Shoulder
高压	9156	4.04	1.2930	9556	High pressure
遏制	9157	4.04	1.1241	5342	Containment
救亡	9158	4.04	1.5248	8960	Salvation
模糊	9159	4.04	1.4702	2873	Fuzzy
不服	9160	4.04	1.5644	6890	Against
殖民地	9161	4.04	1.6532	2941	Colony
震荡	9162	4.02	1.4068	8725	Shock
高温	9163	4.02	1.6720	9141	High temperature
转嫁	9164	4.02	1.2696	8711	Pass
贩运	9165	4.02	1.4776	7459	Trafficking
最低	9166	4.02	1.4497	2137	Lowest
起诉	9167	4.02	1.6098	2925	Sue
不一致	9168	4.02	1.2204	4153	Inconsistent
低级	9169	4.02	1.7082	5536	Low
荒地	9170	4.02	1.2370	9832	Wasteland
废止	9171	4.02	1.2534	6004	Repeal
抨击	9172	4.02	1.4213	6578	Attack
风波	9173	4.02	1.2370	8214	Crisis
拒	9174	4.02	1.5971	5849	Refuse
血	9175	4.02	1.6597	4835	Blood
取消	9176	4.02	1.1516	2017	Cancel
无法	9177	4.02	1.3323	819	Unable
后退	9178	4.02	1.3169	8706	Retreat
隔绝	9179	4.02	1.4776	7794	Isolation
管制	9180	4.02	1.1692	3053	Control
弹药	9181	4.02	1.3775	4995	Ammunition
借贷	9182	4.02	1.2370	5106	Borrowing
蔓延	9183	4.02	1.3626	6296	Spread
手榴弹	9184	4.02	1.5842	5482	Grenade
中断	9185	4.02	1.3476	4180	Interrupt
事变	9186	4.02	1.4068	4756	Incident
打	9187	4.02	1.4356	1037	Fight
紧急	9188	4.02	1.0398	2466	Urgent
阻挡	9189	4.00	1.1952	7464	Stop
摇头	9190	4.00	1.1066	6209	Moving
不对	9191	4.00	1.5253	2649	Right
离开	9192	4.00	1.4846	1527	Leave
艰苦	9193	4.00	1.9483	1697	Hard
操	9194	4.00	1.5253	8324	Exercise
不符	9195	4.00	1.2617	5668	Discrepancies
撤离	9196	4.00	1.3248	7225	Withdraw
医院	9197	4.00	1.3553	1511	Hospital
风暴	9198	4.00	1.6036	6557	Storm
底层	9199	4.00	1.5518	6801	Bottom
控诉	9200	4.00	1.7957	8378	Accuse
拥挤	9201	4.00	1.4428	6089	Crowd
疑难	9202	4.00	1.4569	7034	Troubleshooting
争夺	9203	4.00	1.0690	3168	Fight
压力	9204	3.98	1.6474	1388	Pressure
台风	9205	3.98	1.4213	8147	Typhoon
解体	9206	3.98	1.3476	6561	Disintegration
大战	9207	3.98	1.9112	2062	Wars
践踏	9208	3.98	1.9845	9734	Trample
碎片	9209	3.98	1.2204	9167	Fragment
退出	9210	3.98	1.5318	2988	Quit
降	9211	3.98	1.1865	2583	Drop
陷	9212	3.98	1.4637	6943	Trap
混	9213	3.98	1.6098	9343	Mix
干涉	9214	3.98	1.2036	3515	Interference
监控	9215	3.98	1.5185	5222	Monitor
赔偿	9216	3.98	1.8349	1679	Reparation
逾期	9217	3.98	1.5451	7415	Overdue
炮火	9218	3.98	1.4068	9692	Gunfire
二百五	9219	3.98	1.5971	5762	Two hundred and fifty
反作用	9220	3.98	1.4637	6408	Reaction
乏	9221	3.96	1.3845	5841	Tired
脱节	9222	3.96	1.6655	6500	Disjointed
斗争	9223	3.96	1.4136	291	Fight
战役	9224	3.96	1.7608	2914	Battle
间谍	9225	3.96	1.6408	7726	Spy
掩盖	9226	3.96	1.2447	5039	Cover
丢	9227	3.94	1.5703	9254	Throw
流失	9228	3.94	1.6088	3582	Outflow
推迟	9229	3.94	1.2683	5974	Postpone
虑	9230	3.94	1.3157	3985	Consider
副作用	9231	3.94	1.4902	9214	Side effect
打击	9232	3.94	1.7192	1252	Blow
阻力	9233	3.94	1.5308	4427	Resistance
争议	9234	3.94	1.3157	2402	Controversy
晚期	9235	3.94	1.5174	7285	Later period
对抗	9236	3.94	1.4765	3230	Confrontation
战区	9237	3.94	1.2843	6520	War zone
怪	9238	3.94	1.2357	5877	Strange
忽略	9239	3.92	1.1925	3365	Ignore
过剩	9240	3.92	1.1400	4500	Excess
抵制	9241	3.92	1.2095	3797	Boycott
负荷	9242	3.92	1.5887	6202	Load
滞后	9243	3.92	1.6640	4776	Hysteresis
否定	9244	3.92	1.3223	1588	Negative
封闭	9245	3.92	1.4263	2716	Close
无益	9246	3.92	1.2095	8295	No good
下降	9247	3.92	1.2262	938	Decline
疑惑	9248	3.92	1.3827	9535	Doubt
错过	9249	3.92	1.3827	9234	Miss
孤	9250	3.92	1.1925	9316	Solitary
特务	9251	3.92	1.5758	4099	Spy
刑事	9252	3.92	1.5887	1551	Criminal
虚	9253	3.92	1.5097	9672	False
不够	9254	3.92	1.3679	1606	Not enough
忍	9255	3.90	1.3286	6195	Endure
斥	9256	3.90	1.3439	8674	Exclusion
离职	9257	3.90	1.1294	8096	Resignation
遗嘱	9258	3.90	2.1213	7333	Will
放射性	9259	3.90	1.6812	7095	Radioactivity
手术	9260	3.90	1.8323	4079	Surgery
失调	9261	3.90	1.6812	5729	Imbalance
教训	9262	3.90	1.4033	1695	Lesson
病例	9263	3.90	1.6690	8884	Case
辞职	9264	3.90	1.2817	4711	Resign
药	9265	3.90	1.5682	2806	Drug
禁	9266	3.90	1.6320	4761	Ban
症结	9267	3.90	1.4880	9710	Crux
官僚	9268	3.88	1.7571	2574	Bureaucracy
老龄	9269	3.88	1.1891	5821	Old
代价	9270	3.88	1.4934	2966	Consideration
丢掉	9271	3.88	1.0812	9550	Throw
泪	9272	3.88	1.7802	6888	Tear
紧缩	9273	3.88	1.0812	4351	Tighten
不平	9274	3.88	1.5990	5282	Injustice
弱小	9275	3.88	1.1718	8465	Puny
打倒	9276	3.88	1.5070	8938	Down
不善	9277	3.88	1.7337	9852	Bad
异常	9278	3.88	1.2395	2841	Abnormal
加班	9279	3.88	1.8029	8692	Overtime
低下	9280	3.88	0.9823	3855	Low
障	9281	3.88	1.2395	5352	Barrier
感染	9282	3.88	2.0268	2993	Infection
负	9283	3.88	1.3346	1688	Negative
勉强	9284	3.86	1.3403	6718	Reluctantly
否认	9285	3.86	1.2456	2650	Deny
非议	9286	3.86	1.3554	9712	Criticize
扰	9287	3.86	1.6783	6799	Disturb
地雷	9288	3.86	1.2618	9028	Landmine
质疑	9289	3.86	1.3999	7422	Question
变异	9290	3.86	1.2124	5166	Variation
抵触	9291	3.86	1.1954	5458	Conflict
罢免	9292	3.86	1.3403	7967	Recall
欠	9293	3.86	1.5909	5619	Owe
冷	9294	3.86	1.5120	6523	Cold
症状	9295	3.86	1.4709	5054	Symptom
吓	9296	3.84	1.4758	8172	Scare
反对	9297	3.84	1.1669	582	Opposition
警告	9298	3.84	1.4194	4566	Warning
扣押	9299	3.84	1.4194	6755	Detention
不适	9300	3.84	1.7884	6947	Unwell
不能	9301	3.84	1.3903	119	Can not
掩饰	9302	3.84	1.3456	7281	Cover
拆迁	9303	3.84	1.5301	4973	Demolition
分离	9304	3.84	1.7066	2282	Separate
混淆	9305	3.84	1.5032	4649	Confusion
无期	9306	3.84	1.6333	7596	No period
武力	9307	3.84	1.3756	3312	Force
控告	9308	3.84	1.3607	8086	Sue
审判	9309	3.84	1.2835	1670	Trial
伤员	9310	3.82	1.2403	8981	Wounded
交战	9311	3.82	1.7106	8471	Fight
艰辛	9312	3.82	1.8148	6831	Hardships
薄弱	9313	3.82	1.2070	2798	Weak
眼泪	9314	3.82	1.7922	5407	Tear
不足	9315	3.82	1.2728	851	Inadequate
陷于	9316	3.82	1.2887	5617	Fall into
压制	9317	3.82	1.8919	5886	Suppress
枯	9318	3.82	1.4665	6553	Withered
违	9319	3.82	1.2887	7025	Violate
