Word	Havg	StDev	FreqList	translation
ياللهول	9055	3.92	1.7478	6667	ياللهول
مطلق	9056	3.92	1.3974	8775	Absolute
أخير	9057	3.90	1.2330	7454	Last resort
تتركه	9058	3.90	0.9949	9297	تتركه
وحدك	9059	3.90	1.1995	2892	Alone
ابتعدي	9060	3.90	1.2657	4160	ابتعدي
المحاكمة	9061	3.90	1.4463	4896	Trial
اسود	9062	3.90	1.7409	7667	Black
اصمتي	9063	3.90	1.1824	6311	اصمتي
ارتكبت	9064	3.90	1.2164	7899	ارتكبت
تراجعوا	9065	3.90	1.1473	2828	تراجعوا
غرباء	9066	3.88	1.0230	9250	Strangers
مؤخرتي	9067	3.88	1.5990	3229	My ass
فقد	9068	3.86	1.5780	432	The
ضغط	9069	3.86	1.0304	2929	Pressure
دمك	9070	3.86	1.8737	7247	دمك
ناقص	9071	3.86	1.0882	9889	Minus
أسود	9072	3.86	1.6538	2066	Black
للهجوم	9073	3.86	1.3250	7448	To attack
القفص	9074	3.86	1.4570	8564	Cage
العبث	9075	3.86	1.4429	3755	العبث
تركته	9076	3.86	0.9691	3615	His legacy
المغادرة	9077	3.86	1.2618	3838	Departure
سأرحل	9078	3.86	1.2938	4951	سأرحل
هول	9079	3.86	1.3852	9934	Hall
منع	9080	3.86	1.0304	5258	Prevent
احترس	9081	3.84	0.9337	3556	Watch out
وقعت	9082	3.84	1.2993	1876	Signed
تسقط	9083	3.84	1.3903	3349	تسقط
مؤخرته	9084	3.84	2.1793	5186	مؤخرته
تغادر	9085	3.84	1.1669	2653	تغادر
مانع	9086	3.84	1.1669	3928	Blocker
اصمت	9087	3.84	0.9765	2063	اصمت
احذر	9088	3.84	1.1132	3578	Beware
لوحدي	9089	3.84	1.3303	2243	لوحدي
النسيان	9090	3.84	1.4194	9662	Forgetting
النهايه	9091	3.84	1.2993	6214	The end
أحذرك	9092	3.84	1.0373	7191	أحذرك
اخشى	9093	3.84	1.3607	7102	اخشى
اضطررت	9094	3.84	0.9116	6084	I had
قضيبك	9095	3.84	2.3592	7242	Penis
للشفقة	9096	3.84	1.1132	3441	للشفقة
تستسلم	9097	3.84	1.1493	7341	Surrender
يعبث	9098	3.84	1.1669	7256	يعبث
الجعة	9099	3.84	1.7066	9266	Beer
اف	9100	3.82	1.4384	9822	AFP
الحفرة	9101	3.82	0.8734	5476	الحفرة
نارية	9102	3.82	1.5868	6424	Motorcycle
ترحل	9103	3.82	1.3200	2417	Deports
تقلقى	9104	3.82	1.2728	4414	تقلقى
الهراء	9105	3.82	1.4525	862	الهراء
إختفى	9106	3.82	0.9409	6488	إختفى
نقص	9107	3.82	0.8497	7331	Shortage
ضد	9108	3.80	0.9476	708	Against
يرحل	9109	3.80	1.1429	5449	Go
أستسلم	9110	3.80	1.2936	7046	Surrender
عالق	9111	3.80	1.2936	6058	عالق
نرحل	9112	3.80	1.2122	2916	Leave
سأغادر	9113	3.80	1.0498	5943	سأغادر
حادة	9114	3.80	1.2617	8740	Sharp
لايمكنني	9115	3.80	1.1249	6326	I can not
الإنذار	9116	3.80	1.1952	4801	Warning
سمين	9117	3.80	1.3401	6674	Beefy
سوداء	9118	3.80	1.6660	3257	Black
التفاهات	9119	3.80	1.5779	8057	التفاهات
مر	9120	3.78	1.4469	1916	Over the
ابتعدوا	9121	3.78	1.4469	3634	Stay away
تعبث	9122	3.78	1.1657	3163	تعبث
نسيان	9123	3.78	1.0934	7430	نسيان
مجنونة	9124	3.78	2.0131	1406	Crazy
ضده	9125	3.78	0.8640	8680	ضده
سمينة	9126	3.78	1.2982	7514	Fat
أفتقد	9127	3.78	1.1480	8081	أفتقد
انبطح	9128	3.78	0.9750	7694	انبطح
رهيب	9129	3.78	1.7296	4482	Terrible
سنرحل	9130	3.78	1.1830	6944	سنرحل
أضرب	9131	3.78	1.0554	6519	أضرب
اختفى	9132	3.78	1.0160	4064	Disappeared
لاتفعل	9133	3.76	0.9806	7999	لاتفعل
ثقيلة	9134	3.76	1.0984	7403	Heavy
هراء	9135	3.76	1.3334	859	هراء
ويل	9136	3.76	1.5851	1401	Woe
﻿لا	9137	3.76	1.1877		﻿لا
نسيت	9138	3.76	1.1168	731	Forgot
تتركني	9139	3.76	1.3786	3402	تتركني
تأخرت	9140	3.76	1.2048	1964	تأخرت
أتوسل	9141	3.76	1.3637	4288	أتوسل
أرحل	9142	3.76	1.3334	2792	أرحل
البيرة	9143	3.76	1.8245	3184	Beer
الطرد	9144	3.76	1.4365	9340	الطرد
سأضطر	9145	3.76	1.1704	9985	سأضطر
فارغ	9146	3.76	1.1350	2426	Empty
الهجوم	9147	3.76	1.6233	2401	Attack
أتركني	9148	3.76	1.0214	7450	أتركني
إختفت	9149	3.74	1.2747	8580	إختفت
حمار	9150	3.74	1.5754	6379	Donkey
جنون	9151	3.74	1.6264	1400	Madness
تركك	9152	3.74	1.2257	7539	تركك
مجنون	9153	3.74	1.9039	526	Crazy
تتركيني	9154	3.74	1.4542	9359	تتركيني
ثقيل	9155	3.74	1.1572	5064	Heavy
حشرة	9156	3.74	1.3524	8402	Insect
عبد	9157	3.74	1.4401	2938	Abdul
كره	9158	3.74	2.0285	7238	Aversion
تختفي	9159	3.74	0.8033	5903	تختفي
ضربه	9160	3.72	1.1613	5913	Beating
متأخرة	9161	3.72	1.2461	6287	Late
اتركني	9162	3.72	0.9906	4745	Leave me
وحدي	9163	3.72	1.3099	3329	Alone
بالجنون	9164	3.72	1.6665	7065	بالجنون
تسخر	9165	3.72	1.3559	7972	Mocking
مضيعة	9166	3.72	1.2784	9009	Waste
الغرباء	9167	3.72	1.0506	4063	Strangers
اتركك	9168	3.72	0.9697	9918	Let go
للهول	9169	3.70	1.0926	2039	للهول
مملة	9170	3.70	1.2330	8480	Boring
مجهول	9171	3.70	1.2495	4922	Unknown
مجنونه	9172	3.70	1.8544	6906	Crazy
روث	9173	3.70	1.5152	4844	روث
الاخير	9174	3.70	1.2330	5962	Last
تتأخر	9175	3.70	1.0152	9328	Delayed
الكلاب	9176	3.70	1.7525	1645	الكلاب
حانة	9177	3.70	1.5017	3859	حانة
خلاف	9178	3.70	0.9949	8355	Otherwise
بندقية	9179	3.70	1.6933	3525	Gun
هتلر	9180	3.70	1.3590	4151	Hitler
القبو	9181	3.70	1.7409	4339	Cellar
عقدة	9182	3.70	1.2495	9843	عقدة
خطا	9183	3.68	1.4490	9099	خطا
جننت	9184	3.68	1.3768	4927	جننت
ابتعد	9185	3.68	1.0190	851	Stay away
الأخرق	9186	3.68	1.5043	9467	الأخرق
ضربة	9187	3.68	1.0190	1753	Blow
هربت	9188	3.68	1.0190	2879	Eloped
تقلق	9189	3.68	1.2848	528	Worry
الخدعة	9190	3.68	1.5836	8148	The trick
تركني	9191	3.68	1.0388	9450	تركني
محاكمة	9192	3.68	1.5706	6318	Trial
وحيدة	9193	3.68	1.1328	2604	Single
تحذير	9194	3.68	1.2848	3708	Warning
لاأستطيع	9195	3.68	0.9988	5722	لاأستطيع
قضايا	9196	3.68	1.2688	8263	Issues
مجانين	9197	3.66	1.8802	3919	Crazy
مؤخرتك	9198	3.66	2.1248	1433	مؤخرتك
يمنع	9199	3.66	1.0616	8630	Prevents
الغامضة	9200	3.66	1.1359	9475	الغامضة
مغلق	9201	3.66	1.1359	2752	Closed
للمستشفى	9202	3.64	1.7114	6347	للمستشفى
كلاب	9203	3.64	1.5221	4170	Dogs
وقوع	9204	3.64	1.0451	9793	The occurrence of
ترفض	9205	3.64	1.3962	7161	ترفض
مشوش	9206	3.64	1.1911	7623	Confused
الدخان	9207	3.64	1.3962	6145	الدخان
تقلقي	9208	3.64	0.9848	1380	تقلقي
النووي	9209	3.64	1.7700	5393	Nuclear
أسقط	9210	3.64	1.2578	6864	أسقط
الهروب	9211	3.64	1.6630	2419	Escape
رحل	9212	3.62	1.2436	2395	Gone
خدعة	9213	3.62	1.3231	3024	Trick
فأر	9214	3.62	1.4693	5639	Mouse
قلقة	9215	3.62	1.3231	2932	Concerned
عديمة	9216	3.62	1.0669	6501	عديمة
عديم	9217	3.62	1.3076	2804	Colorless
تدخن	9218	3.62	1.5238	6112	Smoke
الضربة	9219	3.62	0.9666	5169	الضربة
للرحيل	9220	3.60	1.0498	8974	For departure
المجانين	9221	3.60	1.8406	5040	المجانين
أخشى	9222	3.60	1.0880	1525	I'm afraid
يصعب	9223	3.60	1.0302	4611	Difficult
الفأر	9224	3.60	1.3248	6796	الفأر
تقلقوا	9225	3.60	1.1066	6929	تقلقوا
اصيب	9226	3.60	1.2778	9981	اصيب
اضرب	9227	3.60	1.3702	5681	اضرب
شكوى	9228	3.60	1.1952	8900	شكوى
النهاية	9229	3.60	1.3702	673	End
طرد	9230	3.60	1.5779	5027	Expulsion
رفض	9231	3.60	1.2778	4093	Rejection
يسقط	9232	3.60	1.0102	3898	Down
تعطلت	9233	3.58	1.4155	9642	Disrupted
الزناد	9234	3.58	1.3415	4911	الزناد
حفرة	9235	3.58	1.0708	5529	Hole
جن	9236	3.58	1.1796	6948	Jane
تبا	9237	3.58	1.2950	764	Heck
مضطرة	9238	3.58	0.8352	8132	مضطرة
لاتستطيع	9239	3.58	1.1265	6037	You can not
أسف	9240	3.58	1.0515	778	Unfortunately,
جائع	9241	3.58	1.6047	2123	Hungry
المجنونة	9242	3.58	1.7967	5214	Crazy
ضيق	9243	3.56	0.9723	6071	Tight
متأخر	9244	3.56	0.7602	1402	Late
متعب	9245	3.56	1.0333	3005	Tired
المشتبه	9246	3.56	1.1457	3192	Suspect
رحلوا	9247	3.56	1.3118	8238	Deported
أدخن	9248	3.56	1.4730	9008	أدخن
انبطحوا	9249	3.56	1.1980	9448	انبطحوا
ممنوع	9250	3.56	1.4730	3185	Forbidden
نووية	9251	3.54	1.7286	8264	نووية
أهرب	9252	3.54	1.0919	4704	أهرب
مشتبه	9253	3.54	1.2157	6348	مشتبه
المظلمة	9254	3.54	1.2969	9330	المظلمة
الضعيف	9255	3.54	1.2488	8975	الضعيف
أسير	9256	3.54	1.4316	7639	Prisoner
رفضت	9257	3.54	0.9941	4233	Rejected
عاصفة	9258	3.54	1.4028	3770	Storm
طلقة	9259	3.54	1.3734	3929	Shot
اهرب	9260	3.54	1.0919	4606	اهرب
قلقا	9261	3.54	1.1104	9976	قلقا
مضطر	9262	3.54	0.8134	6524	Compelled
تأخرنا	9263	3.52	0.9947	6770	تأخرنا
تفسد	9264	3.52	1.7052	5916	تفسد
مجنونا	9265	3.52	1.4741	7719	Crazy
دخان	9266	3.52	1.2816	8774	Smoke
ضربات	9267	3.52	1.0925	6817	ضربات
التأخير	9268	3.52	0.9739	8350	التأخير
ويسكي	9269	3.52	1.8321	6653	Whiskey
الأبله	9270	3.52	1.4032	5396	الأبله
سكين	9271	3.52	1.0736	6411	Knife
تهرب	9272	3.52	0.9311	3308	Evade
أبله	9273	3.50	1.3286	4082	Goofy
ذئب	9274	3.50	1.5811	7343	Wolf
الفقراء	9275	3.50	1.6067	6941	The poor
راحل	9276	3.50	1.1294	8585	راحل
غلطتي	9277	3.50	1.3590	5401	My fault
القبض	9278	3.50	1.7173	1781	Arrested
خطأك	9279	3.50	1.1650	4782	خطأك
أخرق	9280	3.50	1.2817	9490	أخرق
الكحول	9281	3.50	1.7053	4143	Alcohol
ضعف	9282	3.50	1.6690	3871	Weakness
عنيد	9283	3.50	1.2817	9664	Stubborn
مشكلتك	9284	3.50	1.1650	2014	Problem
الصواريخ	9285	3.50	1.8871	8417	Rocket
ضربت	9286	3.48	1.1822	5035	Hit
لسوء	9287	3.48	1.2816	3078	Ill
إنذار	9288	3.48	1.3738	4044	Warning
أرفض	9289	3.48	0.9089	7703	أرفض
السوداء	9290	3.48	1.4462	2405	Black
تركتك	9291	3.48	0.9089	7302	تركتك
الأخير	9292	3.48	1.6318	1297	Last
المرحاض	9293	3.48	1.1993	3778	Toilet
هجوم	9294	3.48	1.2656	2715	Attack
أصعب	9295	3.48	0.9739	6194	Harder
نفقد	9296	3.48	0.9947	6690	نفقد
بصعوبة	9297	3.46	1.0343	6832	Difficulty
صعبا	9298	3.46	1.2157	7127	Difficult
أقلق	9299	3.46	1.2157	6152	أقلق
صعبة	9300	3.46	1.0144	2166	Difficult
أفقد	9301	3.46	1.1104	4014	أفقد
شك	9302	3.46	1.1287	1776	Doubt
النووية	9303	3.46	1.6563	6385	Nuclear
الرصاصة	9304	3.46	1.6062	5868	The bullet
جائعة	9305	3.46	1.1988	4102	Hungry
بيرة	9306	3.46	1.7981	3237	بيرة
حطمت	9307	3.46	1.1817	7007	Smashed
المخاطرة	9308	3.44	1.3726	6393	Risk
غرامة	9309	3.44	1.2961	8881	Fine
تصاب	9310	3.44	1.1457	7647	تصاب
سقوط	9311	3.44	1.1457	7544	Fall
متعبة	9312	3.44	0.8609	4581	Tired
الأسف	9313	3.44	1.5800	7397	الأسف
معقدة	9314	3.44	1.3273	8080	Complex
الحشيش	9315	3.44	2.1491	5194	Cannabis
متأخرا	9316	3.44	1.0333	8654	متأخرا
محرج	9317	3.44	0.9723	5810	Embarrassing
الصعوبة	9318	3.44	1.4730	9142	الصعوبة
طردت	9319	3.44	1.5539	9185	طردت
سقطت	9320	3.44	1.0721	2324	Fell
أصم	9321	3.42	1.0708	9625	Deaf
المشكله	9322	3.42	1.1968	5507	المشكله
مكسور	9323	3.42	1.1796	7172	Broken
لااستطيع	9324	3.42	1.0515	7687	لااستطيع
مشكلة	9325	3.42	1.2950	283	Problem
مصاص	9326	3.42	1.5791	4894	Vampire
سام	9327	3.42	1.5530	548	Sam
السكين	9328	3.42	1.1622	4079	Knife
التهم	9329	3.40	1.4286	8032	Charges
الهرب	9330	3.40	1.3702	2709	Escape
المفقودة	9331	3.40	1.1066	8770	المفقودة
سأتركك	9332	3.40	1.4142	7947	سأتركك
مصاصي	9333	3.40	1.4428	6328	مصاصي
الذئب	9334	3.40	1.5253	6414	الذئب
بالأسف	9335	3.38	1.0079	9145	بالأسف
نهرب	9336	3.38	0.8781	6863	نهرب
المسكين	9337	3.38	1.2599	3025	Poor
هرب	9338	3.38	0.9234	2536	Escape
يهرب	9339	3.38	1.3076	3539	Escapes
اللوم	9340	3.38	1.0476	5549	Blame
هروب	9341	3.38	1.6523	9649	Flight
وحيدا	9342	3.38	1.4693	5721	Lonely
الذخيرة	9343	3.36	1.6258	7577	الذخيرة
للقلق	9344	3.36	1.2249	5508	For concern
صدام	9345	3.36	1.2081	7929	صدام
تافه	9346	3.36	1.1911	5090	Fiddling
مرهق	9347	3.36	1.1021	7939	Fatigued
سيجارة	9348	3.36	1.6383	4297	Cigarette
اليهود	9349	3.36	1.5748	3712	اليهود
الصعب	9350	3.36	1.2578	1004	Difficult
سترحل	9351	3.36	1.4535	8671	سترحل
تكسر	9352	3.36	0.9424	8392	Break
الطلقات	9353	3.36	1.3516	9041	الطلقات
المظلم	9354	3.36	1.0053	8340	المظلم
خاطئ	9355	3.36	1.2081	1680	Wrong
المجنون	9356	3.36	1.5086	2304	المجنون
تضرب	9357	3.36	1.1563	3973	Hit
يرفض	9358	3.36	1.0645	8759	Rejects
المفقود	9359	3.36	1.2898	8722	Lost
صعوبة	9360	3.36	1.2081	3777	Difficulty
يفقد	9361	3.34	1.3644	5981	Loses
مخدر	9362	3.34	1.3342	9025	Anesthetic
ضدي	9363	3.34	1.3188	8921	ضدي
نضيع	9364	3.34	1.3644	9821	Waste
استسلم	9365	3.34	1.4373	7903	Surrendered
عارية	9366	3.34	1.9547	5744	Naked
مظلم	9367	3.34	1.0224	7338	Dark
أقاتل	9368	3.34	1.8473	9264	أقاتل
الصعبة	9369	3.32	1.0962	7455	Difficult
أخطأت	9370	3.32	1.4348	4131	أخطأت
مكسورة	9371	3.32	1.1328	7937	Broken
يضرب	9372	3.32	1.4348	4458	Hits
فقدنا	9373	3.32	1.1856	3190	فقدنا
خطئي	9374	3.32	0.9355	7817	خطئي
للهروب	9375	3.32	1.0388	9795	للهروب
الضرائب	9376	3.32	1.2362	4763	Taxes
مسدسك	9377	3.32	1.3316	6133	مسدسك
خوف	9378	3.32	1.7195	5398	Fear
مخطئ	9379	3.32	0.8676	3831	مخطئ
مخالفة	9380	3.30	1.1294	8785	Violation
تعاني	9381	3.30	1.3132	4586	Suffer
وحيد	9382	3.30	1.3740	2443	Single
تضيع	9383	3.30	1.2330	5075	Lost
أخرس	9384	3.30	1.5419	3816	Mute
متوترة	9385	3.30	0.9313	7014	متوترة
المسكينة	9386	3.30	1.1294	5100	المسكينة
المسدس	9387	3.30	1.4604	1356	المسدس
مخطئة	9388	3.28	1.4291	5771	مخطئة
بغض	9389	3.28	1.6665	6983	Regardless
خطأي	9390	3.28	1.1613	3761	خطأي
مخاطرة	9391	3.28	1.2296	9925	Risk
صعب	9392	3.28	1.1073	874	Difficult
طوارئ	9393	3.28	1.1787	7374	Emergency
القراصنة	9394	3.26	1.8049	8526	القراصنة
القلق	9395	3.26	1.0654	3759	Anxiety
الشك	9396	3.26	1.1920	8525	Doubt
تخافي	9397	3.26	0.9435	5840	Fear
تحطمت	9398	3.26	1.3372	7094	تحطمت
عيب	9399	3.26	1.0264	8105	Defect
أعمى	9400	3.26	1.6513	4501	Blind
الشبح	9401	3.26	1.3063	4722	Ghost
فقدت	9402	3.26	1.5093	869	Lost
الذئاب	9403	3.26	1.3969	8527	Wolves
الخاطئ	9404	3.26	1.0264	3683	Wrong
العاصفة	9405	3.24	1.4365	3158	Storm
أخاف	9406	3.24	0.9596	3544	أخاف
الجراحة	9407	3.24	1.2707	9128	Surgery
ضعيفة	9408	3.24	1.1168	4356	ضعيفة
الضعف	9409	3.24	1.5460	8147	الضعف
مفقودة	9410	3.24	1.3334	6063	مفقودة
فظيع	9411	3.24	1.8796	1734	فظيع
إصابة	9412	3.24	1.2545	6444	Injury
فخ	9413	3.24	1.0797	5384	Trap
المعتوه	9414	3.24	1.2867	5121	المعتوه
الحشرات	9415	3.24	1.3933	5142	الحشرات
معقد	9416	3.24	1.1528	5264	Complex
المخدر	9417	3.24	1.5722	7035	المخدر
خمر	9418	3.22	1.8327	9532	Vintage
سجائر	9419	3.22	1.6938	6969	Cigarettes
متوتر	9420	3.22	0.9100	5473	Tense
غلطتك	9421	3.22	1.0359	8471	غلطتك
فقير	9422	3.22	1.1301	7763	Poor
وداعا	9423	3.22	1.2824	1975	Goodbye
ممل	9424	3.22	1.2002	5746	Boring
تخاف	9425	3.22	1.4469	3570	Afraid
للأسف	9426	3.22	1.0160	2917	Unfortunately
تركتني	9427	3.22	1.0554	5173	تركتني
تقاتل	9428	3.22	1.9722	4982	تقاتل
سلبي	9429	3.22	0.9100	8301	Negative
اليهودي	9430	3.20	1.7843	9018	اليهودي
سوء	9431	3.20	0.9258	2545	Ill
أخفقت	9432	3.20	1.5119	9767	Failed
جرحت	9433	3.20	1.1952	9665	Injured
الفئران	9434	3.20	1.5253	6257	Mice
خاطئة	9435	3.20	1.0690	3753	Wrong
خاطىء	9436	3.20	1.1952	8039	خاطىء
يخاف	9437	3.20	0.9897	6306	Afraid
عصبي	9438	3.20	1.5649	6603	Nervous
تهمة	9439	3.20	1.6162	9164	Charge
مستحيل	9440	3.20	1.2778	702	Impossible
بتهمة	9441	3.18	1.1551	6445	بتهمة
كسر	9442	3.18	1.1899	3189	Break
غباء	9443	3.18	1.3952	4464	Stupidity
الصدمة	9444	3.18	1.4241	8701	Shock
ثمل	9445	3.18	1.3805	6555	ثمل
أعاني	9446	3.18	1.1726	7952	I suffer
متورط	9447	3.18	1.2728	6650	متورط
الخنازير	9448	3.18	1.4941	5322	Swine
ضدك	9449	3.18	1.1008	6406	Against
قاسي	9450	3.18	1.3805	3931	Kaci
مصاب	9451	3.16	1.5301	2294	Infected
الضرب	9452	3.16	1.3756	6696	Beating
الظلام	9453	3.16	1.4896	1181	Darkness
السخيفة	9454	3.16	1.0568	6914	السخيفة
أذى	9455	3.16	1.4049	9423	Harm
مشكله	9456	3.16	1.0947	2508	Problem
النفايات	9457	3.16	1.3303	7528	النفايات
أخطاء	9458	3.16	1.2014	6999	Errors
عصيب	9459	3.16	1.2993	8973	عصيب
اخرس	9460	3.16	1.3456	1520	Shut
مزعجة	9461	3.16	1.4479	9247	Troublesome
مسلح	9462	3.16	1.4619	6866	Armed
مرضى	9463	3.16	1.6081	7266	Patients
مشكلتي	9464	3.16	1.2349	6855	مشكلتي
غلطة	9465	3.16	1.3149	4834	غلطة
سلاح	9466	3.16	1.4337	1485	Weapon
يقاتل	9467	3.14	1.7380	8510	Fighting
طلقات	9468	3.14	1.4287	5590	طلقات
الفخ	9469	3.14	1.1068	9309	الفخ
هارب	9470	3.14	1.2456	9082	هارب
المعركة	9471	3.14	1.4287	2293	Battle
تؤذي	9472	3.14	1.3704	8028	Hurt
فقدته	9473	3.14	1.1608	8103	فقدته
يؤسفني	9474	3.14	1.1250	9942	I regret
كسرت	9475	3.14	1.2291	3839	كسرت
يضايقك	9476	3.12	1.2395	9259	يضايقك
معركة	9477	3.12	1.0622	2484	Battle
مسكين	9478	3.12	0.8953	9263	Poor
سيئا	9479	3.12	1.4658	3066	Bad
مؤخرتى	9480	3.12	1.8142	9316	مؤخرتى
بالملل	9481	3.12	1.0230	8069	بالملل
قلق	9482	3.12	1.0622	1652	Concern
الوحش	9483	3.10	1.4321	1908	Monster
يزعجني	9484	3.10	1.0546	9440	Bothers me
الرحيل	9485	3.10	1.0546	1806	Leave
الوغد	9486	3.10	1.4321	672	الوغد
التوتر	9487	3.10	1.0152	8635	Tension
ضرب	9488	3.10	1.2330	2322	Hit
السلاح	9489	3.10	1.6444	1328	Arms
الخطأ	9490	3.10	0.9742	1035	Error
بالغثيان	9491	3.10	1.0152	9573	بالغثيان
خائفة	9492	3.08	1.1578	1243	خائفة
الطوارئ	9493	3.08	1.2262	3942	الطوارئ
فوضى	9494	3.08	1.1036	2895	Chaos
تكره	9495	3.08	1.1578	5441	Hate
خنزير	9496	3.08	1.2911	3252	Pig
الأسلحة	9497	3.08	1.5365	1495	Weapons
فقدان	9498	3.08	1.1578	4496	Loss
أسلحة	9499	3.08	1.2262	2477	Weapons
يصاب	9500	3.08	1.2262	8848	يصاب
الأخطاء	9501	3.08	1.2428	5715	Errors
خطورة	9502	3.06	1.4486	7329	خطورة
المعارك	9503	3.06	1.2357	9382	Battles
المؤسف	9504	3.06	1.0577	8283	المؤسف
أزمة	9505	3.06	1.4057	6285	Crisis
تخيفني	9506	3.06	1.5039	9947	تخيفني
نار	9507	3.06	1.2521	2485	Fire
مفقود	9508	3.06	1.0382	3247	مفقود
صداع	9509	3.06	1.0577	8183	Headache
يعاني	9510	3.06	1.3311	4588	Suffers
مرفوض	9511	3.06	1.0382	9618	مرفوض
خائفا	9512	3.06	1.0768	5080	خائفا
مغفل	9513	3.04	1.2282	4814	Moronic
العدوى	9514	3.04	1.1058	9991	العدوى
السقوط	9515	3.04	1.2115	7192	السقوط
رهينة	9516	3.04	1.4422	9321	Hostage
ضرر	9517	3.04	1.1421	6677	ضرر
مأزق	9518	3.04	1.0093	7304	Dilemma
نخسر	9519	3.04	1.2282	9676	نخسر
معتوه	9520	3.04	1.1421	4853	معتوه
صدمة	9521	3.04	1.4136	5085	Shock
بسوء	9522	3.04	1.1773	9465	بسوء
يزعجك	9523	3.04	1.4136	7517	يزعجك
عصبية	9524	3.02	1.2370	9628	عصبية
مشاكل	9525	3.02	1.2696	876	Problems
خطرة	9526	3.02	1.4497	6559	خطرة
تكذبين	9527	3.02	1.4497	9242	تكذبين
أخسر	9528	3.02	1.1865	6546	أخسر
عقوبة	9529	3.02	1.4068	7061	Death
خطيرة	9530	3.02	1.0971	3598	Serious
التافه	9531	3.02	1.0398	6551	التافه
ضوضاء	9532	3.02	1.0398	9540	Noise
أفسد	9533	3.00	1.1249	9298	أفسد
الجبان	9534	3.00	0.9897	6128	الجبان
الأشباح	9535	3.00	1.5119	5245	Ghosts
ضعيف	9536	3.00	1.0102	3093	Weak
بالأسى	9537	3.00	1.2122	7979	بالأسى
خائف	9538	3.00	0.8571	900	Afraid
كذبة	9539	3.00	1.0880	4987	كذبة
غبية	9540	3.00	1.0302	2296	غبية
قاسية	9541	3.00	0.8806	3949	Harsh
العقاب	9542	3.00	1.4142	6359	Punishment
سخيف	9543	3.00	0.9258	1625	Ridiculous
ورطة	9544	3.00	1.1606	4648	ورطة
التدخين	9545	2.98	1.8238	3565	Smoking
فظيعة	9546	2.98	1.3775	5733	فظيعة
الخاطئة	9547	2.98	0.9581	7701	الخاطئة
بالسوء	9548	2.98	1.2036	7586	Bad
للخطر	9549	2.98	1.1337	4653	للخطر
مذنب	9550	2.98	1.3323	3554	Guilty
يكره	9551	2.96	1.4978	6176	يكره
الشجار	9552	2.96	1.2447	9745	Fracas
عنيفة	9553	2.96	1.4563	9854	Violent
السخيف	9554	2.96	0.9681	6868	السخيف
تصرخ	9555	2.96	1.1058	4178	Scream
loser	9556	2.96	1.3547	6484	loser
المشكلة	9557	2.96	1.0294	658	The problem
الذنب	9558	2.96	1.2447	8987	Guilt
خطأ	9559	2.96	1.1945	524	Error
اسوأ	9560	2.96	1.1241	7333	اسوأ
إخرس	9561	2.94	1.3157	3250	إخرس
الوحوش	9562	2.94	1.6214	4765	الوحوش
أسلحتكم	9563	2.94	1.1141	8818	أسلحتكم
حماقة	9564	2.94	0.9348	9237	حماقة
يصرخ	9565	2.94	0.9982	5794	Shout
حطم	9566	2.94	0.9982	9118	حطم
احمق	9567	2.94	1.0956	3098	Idiot
محطم	9568	2.94	1.4057	8667	محطم
تحطيم	9569	2.94	0.9127	7617	Shatter
الغبى	9570	2.94	0.9982	6114	الغبى
