word	rank	happs	stddev	twitter_rank	gbooks_rank	nyt_rank	lyrics_rank
fuera	8427	4.64	1.1563	--	--	--	4686
ganz	8428	4.64	1.3211	--	--	--	3554
government	8429	4.64	1.6383	1675	157	161	2708
heb	8430	4.64	0.9424	4317	--	--	1905
hv	8431	4.64	1.1386	4147	--	--	--
ini	8432	4.64	1.1205	2469	--	--	--
kijk	8433	4.64	1.2578	--	--	--	4783
lbs	8434	4.64	1.1021	4389	--	--	--
left	8435	4.64	1.4394	360	205	292	183
lust	8436	4.64	2.0380	3998	--	--	1596
muslim	8437	4.64	1.6995	--	3734	3274	--
nj	8438	4.64	1.0835	3244	--	229	--
po	8439	4.64	1.3056	4231	--	3242	4273
pretend	8440	4.64	1.2739	3680	--	--	936
que	8441	4.64	1.3962	194	2340	--	118
slit	8442	4.64	1.5086	--	--	--	4608
soviet	8443	4.64	1.3365	--	1173	669	--
un	8444	4.64	0.7217	540	1841	3819	267
yer	8445	4.64	1.1205	4507	--	--	3001
compton	8446	4.63	1.4244	--	--	--	4051
fragments	8447	4.63	1.5505	--	4081	--	--
geht	8448	4.63	1.3180	--	--	--	3405
stares	8449	4.63	1.4957	--	--	--	4300
stiff	8450	4.63	1.6795	--	--	--	4629
wasn	8451	4.63	1.2697	--	1911	--	--
zij	8452	4.63	1.4676	--	--	--	4616
#mm	8453	4.62	1.4553	--	--	--	--
**municipal	8454	4.62	1.3536	--	--	--	--
@joejonas	8455	4.62	1.4270	--	--	--	--
@nickjonas	8456	4.62	1.5635	--	--	--	--
altijd	8457	4.62	1.3231	--	--	--	3558
bull	8458	4.62	1.3076	2349	3840	--	3767
bureau	8459	4.62	1.2919	--	3060	1502	--
dick	8460	4.62	1.7830	1510	--	3171	713
diet	8461	4.62	1.7248	1620	3018	--	--
gasoline	8462	4.62	1.4553	--	--	3887	4189
gov	8463	4.62	1.4968	3747	--	1756	--
governments	8464	4.62	1.7010	--	2163	2615	--
gray	8465	4.62	1.3384	4307	2640	2598	1904
holes	8466	4.62	0.9666	--	4410	4300	2106
holler	8467	4.62	1.4270	--	--	--	3255
lease	8468	4.62	1.2599	--	--	3962	--
lebanon	8469	4.62	1.3536	--	--	3322	--
noone	8470	4.62	1.3981	--	--	--	4700
ol'	8471	4.62	1.6022	--	--	--	--
out	8472	4.62	1.0476	36	68	68	38
palestinian	8473	4.62	1.6022	--	--	1850	--
past	8474	4.62	1.6022	704	484	464	465
peasants	8475	4.62	1.6149	--	4194	--	--
pigs	8476	4.62	2.0293	--	--	--	4215
pressed	8477	4.62	1.3076	--	3732	--	4855
serbs	8478	4.62	1.3686	--	--	4166	--
short-term	8479	4.62	1.3076	--	--	--	--
wid	8480	4.62	1.0669	4820	--	--	3432
year-ago	8481	4.62	1.4553	--	--	--	--
atomic	8482	4.61	1.7890	--	4271	--	--
daze	8483	4.61	1.4407	--	--	--	4370
feds	8484	4.61	2.1967	--	--	--	3721
ib	8485	4.61	1.3967	--	4677	--	--
jij	8486	4.61	1.1331	--	--	--	1742
inspection	8487	4.61	1.5506	--	4128	--	--
dit	8488	4.60	1.2839	--	--	--	1790
76th	8489	4.60	1.0880	--	--	--	--
bind	8490	4.60	1.7843	--	--	--	4155
bound	8491	4.60	1.3553	3416	1432	4393	1061
bruh	8492	4.60	1.1952	4610	--	--	--
commercial	8493	4.60	1.6162	1537	1397	1072	--
dar	8494	4.60	1.2122	4680	--	--	3175
differences	8495	4.60	1.3997	--	913	3139	--
fiscal	8496	4.60	1.3553	--	4856	1479	--
flames	8497	4.60	1.8736	--	--	--	1458
half	8498	4.60	1.0102	524	353	547	593
ik	8499	4.60	0.9476	1297	--	--	331
jg	8500	4.60	1.0690	4304	--	--	--
later	8501	4.60	1.3553	477	239	352	929
lemme	8502	4.60	1.1249	3875	--	--	2427
li	8503	4.60	1.1606	4857	4241	819	3032
little	8504	4.60	1.3401	178	133	266	104
mal	8505	4.60	1.3702	1765	--	--	1570
nme	8506	4.60	0.7825	4477	--	--	--
nunca	8507	4.60	1.0302	4773	--	--	1492
obligation	8508	4.60	1.4142	--	3694	4242	--
pretax	8509	4.60	1.4569	--	--	2570	--
q	8510	4.60	0.9689	706	2453	1983	3082
recall	8511	4.60	2.2768	4770	3177	4105	1950
sack	8512	4.60	1.4983	--	--	--	2499
shawty	8513	4.60	1.7496	--	--	--	3202
sticky	8514	4.60	1.3248	--	--	--	3292
tight	8515	4.60	1.2454	1936	4655	3595	511
trigger	8516	4.60	1.9483	--	--	--	2253
under	8517	4.60	1.3093	558	113	171	396
used	8518	4.60	1.4846	425	123	309	296
vs	8519	4.60	0.8330	621	3805	--	--
was	8520	4.60	0.8081	27	12	14	39
bark	8521	4.59	1.8475	--	--	--	4245
disguise	8522	4.59	1.3832	--	--	--	1766
gots	8523	4.59	1.4849	--	--	--	2280
och	8524	4.59	1.0977	--	--	--	3633
seldom	8525	4.59	1.5187	--	3249	--	--
dir	8526	4.58	0.9416	--	--	--	1395
tarde	8527	4.58	1.4267	--	--	--	4373
@revrunwisdom	8528	4.58	1.3566	--	--	--	--
aan	8529	4.58	1.3415	3780	--	--	1628
als	8530	4.58	1.0897	2505	--	--	838
although	8531	4.58	1.3262	1494	237	542	1646
bgt	8532	4.58	1.2469	3580	--	--	--
busy	8533	4.58	1.8305	674	3414	3909	1504
c-includes	8534	4.58	1.2792	--	--	--	--
cit	8535	4.58	1.2137	--	4662	--	--
congressional	8536	4.58	1.7507	--	--	1611	--
differ	8537	4.58	1.3415	--	2971	--	--
emo	8538	4.58	1.3864	4603	--	--	--
excuse	8539	4.58	1.5265	1328	4683	--	1892
fighter	8540	4.58	1.6548	3961	--	--	--
gtgt	8541	4.58	1.4441	2931	--	--	--
gunna	8542	4.58	1.1968	2506	--	--	4178
hazy	8543	4.58	1.4859	--	--	--	4839
hit	8544	4.58	1.8080	218	2768	881	276
insisted	8545	4.58	1.3415	--	3655	2919	--
inspector	8546	4.58	1.3107	--	--	4477	--
institution	8547	4.58	1.5791	--	2021	2409	--
jigga	8548	4.58	1.3716	--	--	--	4870
jurors	8549	4.58	1.4010	--	--	4308	--
kom	8550	4.58	1.2137	--	--	--	2806
lls	8551	4.58	1.4299	3884	--	--	--
lock	8552	4.58	1.0120	3205	--	--	1180
police	8553	4.58	1.8526	1009	1258	212	1354
radical	8554	4.58	1.6174	--	2553	4717	--
saudi	8555	4.58	1.4299	--	--	3179	--
senator	8556	4.58	1.4299	--	4492	612	--
stops	8557	4.58	1.2137	3487	--	4424	2035
whatever	8558	4.58	0.9916	1091	943	1668	606
durch	8559	4.57	1.4720	--	--	--	3692
unreal	8560	4.57	1.6708	--	--	--	4606
zal	8561	4.57	1.1902	--	--	--	3360
dose	8562	4.56	1.5004	--	3020	--	--
uit	8563	4.56	1.3824	--	--	--	2589
#idothat2	8564	4.56	1.6922	--	--	--	--
-p	8565	4.56	1.2149	--	--	--	--
@jordanknight	8566	4.56	1.3118	--	--	--	--
ads	8567	4.56	1.8424	1848	--	3357	--
anymore	8568	4.56	1.1634	862	--	4890	531
auf	8569	4.56	1.1457	1760	--	--	1149
blade	8570	4.56	1.6183	--	--	--	2723
blues	8571	4.56	1.9811	2772	--	3400	768
bout	8572	4.56	1.3273	410	--	--	566
boxing	8573	4.56	1.8534	4456	--	1889	--
broker	8574	4.56	1.5670	--	--	4053	--
bust	8575	4.56	1.6433	3994	--	--	806
crunk	8576	4.56	1.7280	--	--	--	2960
gon	8577	4.56	1.1980	1858	--	--	1093
grey	8578	4.56	1.6433	2959	3632	--	1385
hoe	8579	4.56	1.1980	2667	--	--	925
kuwait	8580	4.56	1.6801	--	--	4672	--
merely	8581	4.56	1.1457	--	914	3328	--
outta	8582	4.56	1.1278	1338	--	--	818
queda	8583	4.56	1.1457	--	--	--	4111
seh	8584	4.56	1.5005	--	--	--	2785
stoned	8585	4.56	2.2054	--	--	--	3112
w/o	8586	4.56	1.2961	--	--	--	--
yg	8587	4.56	1.0529	1394	--	--	--
separately	8588	4.55	1.5147	--	4783	--	--
uhh	8589	4.55	1.2427	--	--	--	1190
gaat	8590	4.55	1.2912	--	--	--	3189
appendix	8591	4.54	1.2370	--	2739	--	--
#epicpetwars	8592	4.54	1.1988	--	--	--	--
#formspringme	8593	4.54	1.2324	--	--	--	--
#shoutout	8594	4.54	1.7168	--	--	--	--
arbitrary	8595	4.54	1.5012	--	4425	--	--
axe	8596	4.54	1.8649	--	--	--	4399
beneath	8597	4.54	1.1287	--	2433	4768	1099
bit	8598	4.54	1.1287	382	1663	1399	558
blocks	8599	4.54	1.4172	--	3692	3767	2717
bom	8600	4.54	1.4598	2411	--	--	3667
caused	8601	4.54	0.9082	3977	1082	1753	3283
command	8602	4.54	1.5806	--	1136	3431	2541
conn	8603	4.54	1.4316	--	--	811	--
conservative	8604	4.54	1.9505	--	2940	1853	--
depois	8605	4.54	1.3433	4272	--	--	--
eh	8606	4.54	1.1988	1167	--	--	1907
er	8607	4.54	1.1104	1414	3374	--	778
gah	8608	4.54	1.3734	3571	--	--	--
gut	8609	4.54	1.0730	4010	--	--	2807
hw	8610	4.54	1.1817	3110	--	--	--
ima	8611	4.54	1.2324	926	--	--	2216
institutional	8612	4.54	1.9400	--	3516	4270	--
iv	8613	4.54	1.6686	4064	1179	--	--
ludacris	8614	4.54	1.7521	--	--	--	4183
narrow	8615	4.54	0.9941	--	1931	4246	4311
oder	8616	4.54	1.2651	4513	--	--	3524
pending	8617	4.54	1.2651	--	--	3288	--
pirate	8618	4.54	2.2058	4343	--	--	--
prolly	8619	4.54	1.1988	2914	--	--	--
regulation	8620	4.54	1.4598	--	2428	4022	--
rs	8621	4.54	1.4737	4099	3704	--	--
senators	8622	4.54	1.7286	--	--	3032	--
sheesh	8623	4.54	1.5147	4626	--	--	--
terms	8624	4.54	1.0539	4213	398	959	--
twisting	8625	4.54	1.4028	--	--	--	4087
urged	8626	4.54	1.2969	--	3804	2860	--
chains	8627	4.53	1.7690	--	4951	--	1325
chloride	8628	4.53	1.5425	--	4995	--	--
waits	8629	4.53	1.2433	--	--	--	2289
6am	8630	4.52	1.6689	--	--	--	--
blew	8631	4.52	1.4741	4251	--	--	1794
clique	8632	4.52	1.9085	--	--	--	3336
crucial	8633	4.52	1.5418	--	3533	3218	--
dependent	8634	4.52	1.6066	--	1730	--	--
former	8635	4.52	1.4320	1845	758	151	--
gak	8636	4.52	1.3285	3646	--	--	--
hadn	8637	4.52	1.1471	--	3984	--	--
investigations	8638	4.52	1.2974	--	4161	4161	--
leave	8639	4.52	1.3285	457	699	916	162
muss	8640	4.52	1.0736	4859	--	--	--
omfg	8641	4.52	2.0726	3150	--	--	--
previously	8642	4.52	1.3285	--	1658	1460	--
rule	8643	4.52	1.5285	2180	660	1518	1126
shud	8644	4.52	1.1993	4254	--	--	--
small	8645	4.52	1.3589	658	178	441	785
und	8646	4.52	1.1471	953	1771	--	428
utterly	8647	4.52	1.7052	--	4821	--	--
weight	8648	4.52	1.5550	1166	906	2959	1296
cocked	8649	4.51	1.6971	--	--	--	4661
daar	8650	4.51	1.3559	--	--	--	3179
pill	8651	4.51	1.6473	--	--	--	3102
@iamdiddy	8652	4.50	1.8979	--	--	--	--
ages	8653	4.50	1.4604	2652	2043	3408	3456
arab	8654	4.50	1.5940	--	3317	2540	--
corporations	8655	4.50	1.6194	--	4046	3851	--
disposed	8656	4.50	1.7291	--	4709	--	--
distance	8657	4.50	1.3132	4115	845	3467	1323
dong	8658	4.50	1.3887	4168	--	--	3959
few	8659	4.50	0.8864	361	193	335	804
govt	8660	4.50	1.8654	4197	--	--	--
nah	8661	4.50	1.1294	1396	--	--	1017
outst	8662	4.50	1.1473	--	--	4573	--
palestinians	8663	4.50	1.1995	--	--	2620	--
prob	8664	4.50	1.1112	2383	--	--	--
randomly	8665	4.50	1.1294	4512	--	--	--
regulatory	8666	4.50	1.4880	--	--	3987	--
reverse	8667	4.50	1.1112	--	3696	4763	4624
sangre	8668	4.50	1.2330	--	--	--	4941
temporary	8669	4.50	1.3439	--	2946	3528	--
goo	8670	4.49	1.5859	--	--	--	4389
couldn	8671	4.49	1.7335	--	1986	--	--
army	8672	4.48	2.0126	1529	593	795	2296
blow	8673	4.48	1.7407	1811	3411	4395	495
bs	8674	4.48	1.3285	2886	--	--	--
despite	8675	4.48	1.3438	2109	1307	933	3738
dunno	8676	4.48	1.2974	2353	--	--	--
elections	8677	4.48	1.5285	--	3347	1487	--
essays	8678	4.48	1.7870	--	3421	4889	--
grabbed	8679	4.48	1.7052	--	--	--	3123
heck	8680	4.48	1.3886	2603	--	--	--
hidden	8681	4.48	1.4320	4108	3094	4714	1934
issue	8682	4.48	1.4032	1607	812	470	--
lehman	8683	4.48	1.3130	--	--	3376	--
ms	8684	4.48	1.5550	1913	2694	107	4498
negroes	8685	4.48	2.0428	--	4626	--	--
nuthin	8686	4.48	1.4741	--	--	--	4990
snoop	8687	4.48	1.7984	--	--	--	1511
y	8688	4.48	1.1648	298	1016	2053	165
ashes	8689	4.47	1.9590	--	--	--	1802
commanded	8690	4.47	1.5956	--	4406	--	--
nerves	8691	4.47	1.6968	--	4371	--	3938
spill	8692	4.47	1.6845	--	--	--	3094
craving	8693	4.46	1.4598	3192	--	--	--
crowds	8694	4.46	1.8975	--	--	--	4403
gats	8695	4.46	1.6686	--	--	--	3481
hammer	8696	4.46	1.5414	3152	--	--	2167
isn't	8697	4.46	1.0730	--	--	--	--
kicks	8698	4.46	1.5677	3770	--	--	2573
lecture	8699	4.46	1.4316	4988	4470	--	--
neither	8700	4.46	1.2811	3036	811	1695	3074
ol	8701	4.46	1.3433	3505	--	--	4902
plastic	8702	4.46	1.2811	2620	4000	3193	2078
politics	8703	4.46	1.7637	2753	1033	977	4360
required	8704	4.46	1.3734	3768	490	1394	--
rigid	8705	4.46	1.6062	--	4578	--	--
rumble	8706	4.46	1.6563	--	--	--	4991
scarcely	8707	4.46	1.4028	--	2688	--	--
short	8708	4.46	1.1466	759	425	747	1052
shorter	8709	4.46	1.1643	--	4810	--	--
shy	8710	4.46	1.7404	3315	--	--	1762
skool	8711	4.46	1.7867	3087	--	--	--
thrown	8712	4.46	1.1643	4816	2939	4715	2322
tossed	8713	4.46	1.4875	--	--	--	4144
tricky	8714	4.46	1.5806	--	--	--	4644
compelled	8715	4.45	1.2758	--	3772	--	--
infantry	8716	4.45	2.0823	--	4857	--	--
auch	8717	4.44	1.1457	2049	--	--	2265
bail	8718	4.44	1.7162	--	--	4820	3476
blank	8719	4.44	0.8369	4989	--	--	3771
bottom	8720	4.44	1.3273	2258	1641	2369	1250
busta	8721	4.44	1.3874	--	--	--	1641
cop	8722	4.44	1.6922	3145	--	--	1558
correction	8723	4.44	1.3118	--	--	2995	--
court's	8724	4.44	1.3273	--	--	--	--
errands	8725	4.44	1.5407	4527	--	--	--
ew	8726	4.44	1.1095	3686	--	--	--
gay	8727	4.44	2.1774	944	3610	1874	2273
gaza	8728	4.44	1.3874	4822	--	4076	--
harder	8729	4.44	1.4730	2587	--	3478	1143
haze	8730	4.44	1.5539	--	--	--	2814
liable	8731	4.44	1.7398	--	3922	--	--
push	8732	4.44	1.4730	2100	4394	2695	733
rag	8733	4.44	1.2643	--	--	--	3730
require	8734	4.44	1.3118	--	1273	1652	--
tank	8735	4.44	1.6056	2249	4796	4829	3137
triste	8736	4.44	1.5928	--	--	--	4285
unusual	8737	4.44	1.4868	--	2987	2281	--
wat	8738	4.44	1.3118	665	--	--	1040
weed	8739	4.44	2.1011	3544	--	--	1077
glocks	8740	4.44	1.5697	--	--	--	4679
longing	8741	4.43	1.6956	--	--	--	2177
removal	8742	4.43	1.4720	--	2860	--	--
-d	8743	4.42	1.1265	--	--	--	--
behind	8744	4.42	1.2137	773	648	720	328
below	8745	4.42	1.2137	3080	649	1865	1196
boa	8746	4.42	1.7623	4114	--	--	--
breaks	8747	4.42	1.8305	2745	--	4779	1487
commercials	8748	4.42	1.8745	3106	--	4634	--
constraints	8749	4.42	1.5919	--	4442	--	--
controlling	8750	4.42	2.0513	--	4504	--	--
dum	8751	4.42	1.5265	--	--	--	2070
emotional	8752	4.42	1.7623	3550	2155	2861	3766
hides	8753	4.42	1.1082	--	--	--	3612
knocked	8754	4.42	1.1082	4071	--	--	2268
na	8755	4.42	0.9278	594	3919	--	288
nada	8756	4.42	1.1265	2032	--	--	1336
niet	8757	4.42	1.3864	2589	--	--	780
notwithstanding	8758	4.42	1.4441	--	4277	--	--
recalled	8759	4.42	1.7154	--	4611	2127	--
regulations	8760	4.42	1.2950	--	2599	2148	--
remains	8761	4.42	1.4441	4377	1038	1019	1798
republican	8762	4.42	1.9176	4226	3045	507	--
sem	8763	4.42	1.2304	3478	--	--	--
serious	8764	4.42	1.4581	561	1047	1045	1903
stumble	8765	4.42	1.5791	--	--	--	2980
treatment	8766	4.42	1.5398	3449	477	1354	--
vietnam	8767	4.42	1.9804	--	4545	2451	--
regime	8768	4.42	1.7964	--	2897	--	--
#retweetthisif	8769	4.40	1.4428	--	--	--	--
beats	8770	4.40	1.9272	2047	--	--	1159
brokers	8771	4.40	1.2936	--	--	4929	--
controlled	8772	4.40	1.7613	--	2022	3645	--
cus	8773	4.40	1.3997	3804	--	--	--
desert	8774	4.40	1.8295	4516	3371	4871	1550
detroit	8775	4.40	1.3553	2671	--	1971	4125
fuk	8776	4.40	1.7728	4360	--	--	--
glock	8777	4.40	1.8406	--	--	--	2214
hearings	8778	4.40	1.6537	--	--	2749	--
lobbying	8779	4.40	1.5908	--	--	4602	--
morir	8780	4.40	1.4142	--	--	--	4337
muero	8781	4.40	1.4142	--	--	--	4933
nicht	8782	4.40	1.1952	1597	--	--	782
opposite	8783	4.40	1.4142	4308	1529	4624	--
shyt	8784	4.40	1.4286	2633	--	--	--
tied	8785	4.40	1.3553	4482	3791	2536	1523
wouldn	8786	4.40	1.4428	--	2623	--	--
dich	8787	4.40	1.1059	--	--	--	1110
#haiti	8788	4.38	1.9784	--	--	--	--
3am	8789	4.38	1.2271	--	--	--	--
authorities	8790	4.38	1.1586	--	1766	1431	--
chills	8791	4.38	1.7600	--	--	--	4489
competitors	8792	4.38	1.5635	--	--	4742	--
economy	8793	4.38	1.6646	1824	1045	788	--
effing	8794	4.38	1.3981	4874	--	--	--
far	8795	4.38	1.8170	442	211	388	234
frozen	8796	4.38	1.5372	2830	--	--	1935
mortality	8797	4.38	2.5546	--	3960	--	--
plaintiff	8798	4.38	1.3981	--	4701	--	--
prices	8799	4.38	1.6022	1897	1477	652	--
rarely	8800	4.38	1.3686	--	2477	3609	--
rebel	8801	4.38	1.6022	--	--	4825	2346
resistance	8802	4.38	1.6274	--	1217	4288	4545
slips	8803	4.38	1.4693	--	--	--	3426
tangled	8804	4.38	1.6022	--	--	--	3864
acids	8805	4.38	1.9529	--	3453	--	--
naive	8806	4.37	1.9006	--	--	--	4969
querer	8807	4.37	1.4676	--	--	--	3841
shack	8808	4.36	1.4054	--	--	--	4271
@jonasbrothers	8809	4.36	1.7468	--	--	--	--
billings	8810	4.36	1.3667	--	--	4515	--
consequence	8811	4.36	1.3211	--	1827	--	--
custody	8812	4.36	1.6995	--	--	4663	--
dang	8813	4.36	1.4251	1964	--	--	4935
divided	8814	4.36	1.2739	--	1522	3950	4202
division	8815	4.36	1.2898	--	1087	689	--
duh	8816	4.36	1.2415	3385	--	--	4733
end	8817	4.36	1.7351	356	198	254	196
grease	8818	4.36	1.3365	--	--	--	4884
hide	8819	4.36	1.4107	1708	4585	--	410
irregular	8820	4.36	1.5221	--	4828	--	--
juvenile	8821	4.36	1.8818	--	--	--	4108
morn	8822	4.36	1.6258	4746	--	--	4917
needle	8823	4.36	1.8268	--	--	--	2758
operations	8824	4.36	1.7700	--	1277	406	--
pulling	8825	4.36	1.3962	3788	--	--	2293
reducing	8826	4.36	1.4813	--	3522	3712	--
sharply	8827	4.36	1.6383	--	--	3007	--
strange	8828	4.36	1.7468	1682	1654	3901	708
tease	8829	4.36	2.0875	4439	--	--	2648
burnin	8830	4.35	1.7319	--	--	--	4742
strictly	8831	4.35	1.7625	--	3559	--	4041
storms	8832	4.34	1.9812	--	--	--	3604
adios	8833	4.34	1.7215	--	--	--	4684
arent	8834	4.34	1.1359	4372	--	--	--
blown	8835	4.34	1.3940	4459	--	--	2021
burst	8836	4.34	1.9960	--	4547	--	3075
congress	8837	4.34	1.7567	3199	891	468	--
ditch	8838	4.34	1.5467	--	--	--	4667
droppin	8839	4.34	1.3644	--	--	--	4542
faded	8840	4.34	1.3188	--	--	--	2243
hiding	8841	4.34	1.2875	3846	--	--	1512
ho	8842	4.34	1.9337	2122	--	--	703
hurry	8843	4.34	1.5201	2370	--	--	1300
icy	8844	4.34	1.8473	--	--	--	4695
loud	8845	4.34	1.8802	1523	4165	--	789
replaced	8846	4.34	1.4930	--	2678	2646	4654
ripping	8847	4.34	1.6113	--	--	--	4811
shook	8848	4.34	1.4230	--	3871	--	2350
vampire	8849	4.34	2.1152	1408	--	--	--
hesitate	8850	4.33	1.2481	--	--	--	2839
cease	8851	4.32	1.3768	--	4974	--	3429
communist	8852	4.32	1.7431	--	2335	2539	--
eff	8853	4.32	1.5706	4782	--	--	--
fbi	8854	4.32	1.4061	--	--	2944	--
gop	8855	4.32	1.2196	3357	--	--	--
howling	8856	4.32	1.8344	--	--	--	4575
hunt	8857	4.32	1.9840	3267	4799	3437	3477
reduced	8858	4.32	1.5836	--	1169	1929	--
scattered	8859	4.32	1.3468	--	3575	--	3937
separate	8860	4.32	1.5576	--	1110	1814	2767
slowly	8861	4.32	1.4348	1837	1685	3751	896
surgical	8862	4.32	2.0448	--	3970	--	--
tripping	8863	4.32	1.8674	--	--	--	4065
waited	8864	4.32	1.6092	--	3836	--	1509
yikes	8865	4.32	1.6343	3654	--	--	--
bias	8866	4.31	1.7278	--	4838	--	--
blunt	8867	4.31	1.5181	--	--	--	2419
shaking	8868	4.31	1.7523	--	--	--	1962
din	8869	4.31	1.3261	--	--	--	3814
smack	8870	4.31	2.0021	--	--	--	2633
affected	8871	4.30	1.3887	--	1594	2561	--
brokerage	8872	4.30	1.8323	--	--	3845	--
drop	8873	4.30	1.1995	1067	2409	1906	510
formerly	8874	4.30	1.2495	--	3038	1190	--
gore	8875	4.30	1.8654	--	--	2768	--
guards	8876	4.30	1.7173	--	--	4440	--
hadn't	8877	4.30	1.2164	--	--	--	--
ich	8878	4.30	1.5811	945	--	--	365
iran	8879	4.30	1.6320	3389	--	1919	--
legislation	8880	4.30	1.5551	--	2227	1421	--
monday	8881	4.30	1.8871	595	--	256	2060
muslims	8882	4.30	1.3887	--	--	4578	--
naw	8883	4.30	1.1650	2485	--	--	2753
pit	8884	4.30	1.0152	4076	--	--	3484
sneak	8885	4.30	1.5419	4061	--	--	3954
so-called	8886	4.30	1.2657	--	--	--	--
sudden	8887	4.30	1.3132	3941	2461	4113	3036
sue	8888	4.30	2.1595	--	--	3375	3620
tick	8889	4.30	1.7053	--	--	--	2727
rowdy	8890	4.29	2.0417	--	--	--	4554
slippin	8891	4.29	1.7130	--	--	--	4978
chased	8892	4.29	1.6330	--	--	--	4493
divide	8893	4.29	1.4577	--	4524	--	3573
leavin	8894	4.29	1.4434	--	--	--	3104
mortal	8895	4.29	2.0310	--	--	--	3507
rebellion	8896	4.29	1.6833	--	4461	--	--
aged	8897	4.28	1.8521	--	3403	--	--
aids	8898	4.28	2.3477	2983	3996	1197	--
bieber	8899	4.28	1.0110	1056	--	--	--
fooling	8900	4.28	1.5124	--	--	--	3467
guerrillas	8901	4.28	2.0004	--	--	4855	--
idk	8902	4.28	1.7028	1039	--	--	--
il	8903	4.28	1.2784	2267	2660	4965	760
jury	8904	4.28	1.3407	--	4048	1455	--
nor	8905	4.28	1.1959	3367	386	1588	2402
petroleum	8906	4.28	1.6293	--	--	3646	--
pimpin	8907	4.28	2.1575	--	--	--	3313
rules	8908	4.28	1.2296	1727	927	962	1019
spider	8909	4.28	2.0004	3667	--	--	4891
swore	8910	4.28	1.5784	--	--	--	2904
taken	8911	4.28	1.4714	1184	265	595	920
tests	8912	4.28	1.6787	3634	1549	2057	--
wasn't	8913	4.28	1.1436	--	--	--	--
moan	8914	4.27	2.2288	--	--	--	3394
warn	8915	4.27	1.7173	--	--	--	3736
@justinbieber	8916	4.26	1.7001	--	--	--	--
blows	8917	4.26	1.7591	4427	--	--	1483
defendants	8918	4.26	1.4820	--	--	3426	--
fck	8919	4.26	1.7821	4635	--	--	--
fires	8920	4.26	1.7357	--	--	--	2955
intervention	8921	4.26	1.4820	--	2697	--	--
lawyers	8922	4.26	1.8715	--	--	960	--
non	8923	4.26	1.2747	2577	503	--	662
outlaw	8924	4.26	1.7001	--	--	--	3906
owing	8925	4.26	1.9463	--	3176	--	--
sht	8926	4.26	1.2257	4783	--	--	--
split	8927	4.26	1.4957	4088	3717	1581	1722
storm	8928	4.26	2.0082	886	3330	2897	916
concerning	8929	4.24	1.6898	--	1322	--	--
contrary	8930	4.24	1.5211	--	1751	--	--
4am	8931	4.24	1.5460	--	--	--	--
bah	8932	4.24	1.1877	4361	--	--	3410
barely	8933	4.24	1.5722	2694	--	2166	1932
but	8934	4.24	1.1528	26	27	27	22
courts	8935	4.24	1.4647	--	1819	2040	--
kanye	8936	4.24	1.6850	1877	--	--	--
lower	8937	4.24	1.0797	2668	513	792	3872
minority	8938	4.24	1.5460	--	3126	2216	--
orders	8939	4.24	1.4786	3402	1499	1803	--
pounding	8940	4.24	2.0260	--	--	--	3651
protests	8941	4.24	1.6358	--	--	4027	--
psychiatric	8942	4.24	1.3334	--	--	--	--
questioned	8943	4.24	1.2707	--	--	3830	--
raw	8944	4.24	1.2867	2567	3125	--	1638
rebels	8945	4.24	1.5059	--	--	3368	--
sag	8946	4.24	1.3180	--	--	--	4476
shoulda	8947	4.24	1.1704	4788	--	--	2150
smash	8948	4.24	1.5722	4924	--	--	2496
spy	8949	4.24	1.7677	--	--	--	4529
stern	8950	4.24	1.3637	--	--	2629	--
stray	8951	4.24	1.8245	--	--	--	3349
swear	8952	4.24	1.6233	1231	--	--	813
unless	8953	4.24	1.0012	1418	1035	1805	1684
worn	8954	4.23	1.0962	--	3859	--	2728
dues	8955	4.22	1.3581	--	--	--	3238
freaks	8956	4.22	2.0028	--	--	--	2660
#iranelection	8957	4.22	1.3746	--	--	--	--
away	8958	4.22	1.2664	292	272	354	73
backwards	8959	4.22	1.3746	--	--	--	2930
beware	8960	4.22	1.6695	--	--	--	2466
blast	8961	4.22	2.1217	1896	--	--	1389
breakin	8962	4.22	1.4748	--	--	--	3475
bush's	8963	4.22	1.5158	--	--	--	--
calories	8964	4.22	1.6817	4937	--	--	--
cold	8965	4.22	1.7761	213	984	1764	278
concerned	8966	4.22	1.6573	4280	959	1556	3706
due	8967	4.22	1.5022	919	449	1213	2390
grind	8968	4.22	1.3746	3506	--	--	1640
iranian	8969	4.22	1.1480	--	--	4228	--
labor	8970	4.22	1.6199	4682	725	957	--
limit	8971	4.22	1.3138	3039	1932	2288	1822
limited	8972	4.22	1.1657	2346	844	1610	--
loan	8973	4.22	1.4039	3069	3466	1602	--
mutha	8974	4.22	1.5292	--	--	--	3168
python	8975	4.22	1.7990	3897	--	--	--
republicans	8976	4.22	1.9722	4868	--	1037	--
scratch	8977	4.22	1.3746	3937	--	--	2254
veto	8978	4.22	1.4039	--	--	4266	--
waitin	8979	4.22	1.3445	3775	--	--	2822
wtf	8980	4.22	1.7761	606	--	--	--
waar	8981	4.21	1.2876	--	--	--	2561
beat	8982	4.20	1.9795	690	3420	1125	377
blah	8983	4.20	1.6288	2038	--	--	3506
darn	8984	4.20	1.5119	2922	--	--	--
default	8985	4.20	1.4708	4581	--	--	--
dnt	8986	4.20	1.3401	880	--	--	--
